product_id,product_name,category,unit_cost,unit_price,vendor,on_hand
1411,Bunn - CWTF35-aps Brews into  one Airpot (120/240V),N/A,$705.00,$846.00,,
1429,Bunn - CWTF-TC Twin Thermal Carafe Brewer,N/A,$1270.00,$1524.00,,
1424,Bunn - CWTF Twin APS,N/A,$1442.00,$1808.30,,
1378,"Bunn - Decanter Glass Brown, 12 -cup, 3 per Pack",N/A,$26.00,$32.50,,
1379,"Bunn - Decanter Glass Orange 12 -cup, 3 per Pack",N/A,$26.00,$32.50,,
1856,Bunn - Filters for Bunn-O-Matic brewers - Box of 1000,N/A,$6.30,$12.45,Bunn filters - 1000 coffee filters,
1726,Bunn - Filters for ICBs - Box of 500,N/A,$15.50,$19.38,,
1408,Bunn - G3 3 lbs. Grinder Pivot Style Bag Switch,N/A,$945.00,$1134.00,,
1409,Bunn - G3 3 lbs. Grinder Pivot Style Bag Switch (used),N/A,$700.00,$840.00,,
1371,Bunn - Hopper/Lid assembly,N/A,$90.00,$112.50,,
1433,Bunn - HW2 - 2 Gallon Hot Water Tank,N/A,$575.00,$690.00,,
1428,Bunn - ICB Infusion Coffee Brewer,N/A,$865.00,$1081.25,,
1431,Bunn - ISRU  Single Service 3Gal Auto Electric Urn,N/A,$2285.00,$2742.00,,
1366,"Bunn - LPG2E,  Low Profile, Grinder, Dual Hoppers",N/A,$914.00,$1150.00,,
1365,"Bunn - LPG,  Low Profile, Grinder, Single Hopper",N/A,$646.00,$795.00,,
1369,Bunn - MHG 2-Position Hopper Rack,N/A,$60.00,$75.00,,
1370,Bunn - MHG 4-position hopper rack,N/A,$82.50,$103.12,,
1368,Bunn - MHG Black Multi-hopper grinder,N/A,$1425.00,$1781.25,,
1367,Bunn - MHG SST Multi-hopper grinder,N/A,$1350.00,$1687.50,,
1375,Bunn - Portable Satellite brewing System,N/A,$1380.00,$1725.00,,
2009,BUNN - SRU - 3 Gallon Automatic Electric Coffee Urn,,$2118.60,$2648.25,SRU - 3 Gallon Automatic Electric Coffee Urn,
1402,Bunn - TF Server (1.5 gal),N/A,$295.00,$354.00,,
1403,Bunn - TF Server (black)  (1.5 gal),N/A,$310.00,$372.00,,
1404,Bunn - Thermal Server No base (Brew Thru Lid),N/A,$99.95,$119.94,,
1873,Bunn - Thermofresh?? Baseless Server Stand,N/A,$65.50,$85.00,,
1401,Bunn - Thermofresh Baseless Wire Stand,N/A,$58.00,$75.00,,
1400,Bunn - Thermofresh Server w/o base Black 1.5 gal.,N/A,$274.00,$345.00,,
1398,Bunn - Thermofresh Server w/o base Black 1 gal.,N/A,$232.00,$290.00,,
1399,Bunn - Thermofresh Server w/o base - Stainless - 1.5 gal.,N/A,$259.00,$325.00,,
1397,Bunn - Thermofresh Server w/o base Stainless 1 gal.,N/A,$218.00,$272.50,,
1405,Bunn - TSR-1 Thermal Server Rack,N/A,$48.00,$57.60,,
1432,Bunn - U3 Single Service High Volume Urn,N/A,$2670.00,$3204.00,,
1857,"Bunn - ULTRA-2 - All Black/Stainless
Gourmet Ice System
Ultra II - Gourmet Ice System",N/A,$2198.00,$2637.60,,
1414,Bunn - Univ-2 Airpot Rack- two Airpots (1 level),N/A,$65.00,$78.00,,
1415,Bunn - Univ-3 Airpot Rack- three Airpots (1 level),N/A,$83.00,$99.60,,
1416,Bunn - Univ-4 Airpot Rack- four Airpots (2 level),N/A,$120.00,$144.00,,
1417,"Bunn - Univ-5 Airpot Rack- five Airpots (3 upper, 2 lower))",N/A,$135.00,$162.00,,
1418,"Bunn - Univ-6 Airpot Rack- six Airpots (3 upper, 3 lower)",N/A,$150.00,$180.00,,
1372,"Bunn - VP17-1,  1 Lower Warmer",N/A,$300.00,$375.00,,
1373,"Bunn - VP17-2,  2 separately controlled warmers",N/A,$325.00,$406.25,,
1377,"Bunn - VPR Black , 1 Lower, 1 Upper Warmer",N/A,$310.00,$387.50,,
1376,"Bunn - VPS Black, 2 lower , 1 upper Warmer",N/A,$350.00,$435.00,,
3404,Burukudu - 22 2Dye4 FT (12 Oz./342g),FairTrade Organic,$0.00,$0.00,,
3405,Burukudu - 22 2Dye4 FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3403,Burukudu - 32 Bailey (5Lb Bg),Gourmet,$0.00,$0.00,,
3406,Burukudu - 42 Langelle Espr. FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3407,Burukudu - 42 Langelle Espr. FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3398,Burukudu - 52 Metro Medium (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3399,Burukudu - 52 Metro Medium  (5Lb Bg),Gourmet,$0.00,$0.00,,
3411,Burukudu - 62 Duff Decaf FT SWP (12 Oz./342 g),FairTrade Organic Decaf,$0.00,$0.00,,
3410,Burukudu - 62 Duff Decaf FT SWP (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3400,Burukudu - 72 Orr Light FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3401,Burukudu - 72 Orr Light FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3396,Burukudu - 82 Bossy South American (12oz Bg),Gourmet,$0.00,$0.00,,
3397,Burukudu - 82 Bossy South American (5Lb Bg),Gourmet,$0.00,$0.00,,
3748,Burukudu - Shipping charges for QBO invoice,N/A,$0.00,$0.01,,
3067,Cafection - Encore LITE,N/A,$5468.00,$7500.00,,
3723,Cafection - Encore LITE Cabinet,N/A,$288.00,$425.00,,
3652,Cafe Sous Pression - Kilimandjaro Pole-Pole (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3654,Cafe Sous Pression - Maratoni Bunna (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3655,Cafe Sous Pression - Maratoni Bunna (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3660,Cafe Sous Pression - Melange KidSport (12 Oz/342 g),FairTrade Organic,$0.00,$0.00,,
3661,Cafe Sous Pression - Melange KidSport (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3656,Cafe Sous Pression - Papua Kopi (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3657,Cafe Sous Pression - Papua Kopi (5Lb Bg),Gourmet,$0.00,$0.00,,
3658,Cafe Sous Pression - Perou SWP (12 Oz./342 g),FairTrade Organic Decaf,$0.00,$0.00,,
3659,Cafe Sous Pression - Perou SWP (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
2118,Caff?? Europa (12 Oz./342 g),Gourmet,$0.00,$0.00,,
2151,Caff?? Palazzo VN FTO SWP (12 Oz./342 g),FairTrade Organic Decaf,$0.00,$0.00,,
3529,Canadian - Bookworm Blend FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3528,Canadian - Emergency Brew (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3532,Canadian - Everyday Worker FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3558,Canadian - Exhausted Pigeon (12oz Bg),Gourmet,$0.00,$0.00,,
3530,Canadian - HandyMan Grind FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3607,Canadian - HandyMan Grind FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3535,Canadian - Heavy Hauler (12oz Bg),Gourmet,$0.00,$0.00,,
3537,Canadian - Night Owl (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3536,Canadian - Rig Pig FT (12 Oz/342 g),FairTrade Organic,$0.00,$0.00,,
3538,Canadian - Side Hustler FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3531,Canadian - Stay at Home Cafe (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3533,Canadian - Time to Relax FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3534,Canadian - Wrench Turner (12 Oz./342 g),Gourmet,$0.00,$0.00,,
1828,Cane Sugar - Fair Trade Organic,FairTrade Organic,$3.64,$0.00,La Siembra Cooperative,
2865,Cape Coffee - Regina Espresso (5lb bg),FairTrade Organic,$0.00,$0.00,,
3064,Cape Coffee - Regina Espresso Espr (12oz bg),FairTrade Organic,$0.00,$0.00,,
3065,Cape Coffee - Regina Espresso Espr (1lb bg),FairTrade Organic,$0.00,$0.00,,
3066,Cape Coffee - Regina Espresso Espr (5lb bg),FairTrade Organic,$0.00,$0.00,,
2866,Cape Coffee - Stella Decaf (12oz bg),FairTrade Organic Decaf,$0.00,$0.00,,
2869,Cape Coffee - STELLA DECAF (12oz bg),FairTrade Organic,$0.00,$0.00,,
2868,Cape Coffee - Stella Decaf (5lb bg),FairTrade Organic Decaf,$0.00,$0.00,,
2274,Casadio Dieci A1 Coffee-To-Go - USED,N/A,$1750.00,$2500.00,,
2242,Casadio Dieci A1 Tall,N/A,$1950.00,$3400.00,,
2243,Casadio Dieci A2 Tall,N/A,$2430.00,$4495.00,,
2191,Casadio Undici A - 1 group,N/A,$1900.00,$3500.00,,
2145,Casadio Undici A2,N/A,$2460.00,$5725.64,,
3445,Charlotte County - Captain's Brew FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3649,Charlotte County - Captains Brew FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3451,Charlotte County - Espr. St. Croix Sunrise (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3648,Charlotte County - Espr. St Croix Sunrise  (5Lb Bg),Gourmet,$0.00,$0.00,,
3449,Charlotte County - Fundy Fog (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3751,Charlotte County - Fundy Fog (5Lb Bg),Gourmet,$0.00,$0.00,,
3452,Charlotte County - Head Harbour Lite (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3455,Charlotte County - Island Sunset Decaf Espr. (12 Oz./342 g),Decaf,$0.00,$0.00,,
3448,Charlotte County - Minister's Delight FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3450,Charlotte County - Ocean Breeze (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3447,Charlotte County - Paddy's Falls Decaf FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3971,Charlotte County - Paddy's Falls Decaf FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3453,Charlotte County - Pirate's Treasure FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3446,Charlotte County - Rocky Shores FT (12 Oz/342 g),FairTrade Organic,$0.00,$0.00,,
3454,Charlotte County - Stormy Seas (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3651,Charlotte County - Stormy Seas (5Lb Bg),Gourmet,$0.00,$0.00,,
3324,Chipper - Drop in the Ocean FTO (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3170,Chipper - Hoodie - Black,N/A,$0.00,$35.00,,
3166,Chipper - Mad as a Hatter FTO (12 Oz/342 g),FairTrade Organic,$0.00,$0.00,,
3167,Chipper - Run of the Mill FTO (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3164,Chipper - Strong as an Ox FTO (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3169,Chipper - T-Shirt - Black,N/A,$0.00,$17.50,,
236,Cimbali - Electrical Cup Warmer,N/A,$1512.50,$1000.00,Scaldatazze inox,
2805,Cimbali - M100 GT T-TurboSteam Milk4 - Tall cup Version DT/2,N/A,$8120.00,$17247.36,,
3074,Cimbali - M100 GT T-TurboSteam Milk4 - Tall cup Version DT/3,N/A,$10524.80,$26312.00,,
2806,Cimbali - M100HD DT/2,N/A,$8200.00,$17621.05,,
2270,Cimbali - M1 Program Maintenance,N/A,$600.00,$1050.00,,
2226,Cimbali - M1 Superautomatic - Used,N/A,$5796.00,$5000.00,,
235,Cimbali - M2 Barsystem TurboSteam - Used,N/A,$4000.00,$3750.00,,
2182,Cimbali - M39 Barsystem TurboSteam - USED,N/A,$7500.00,$9500.00,,
4009,Cimbali - Refridgerated Unit,N/A,$2439.00,$3590.00,ACCESSORIES - S30 SERIE,
4011,Cimbali - S15 CS10 120V,N/A,$4997.50,$14800.00,,
4017,"Cimbali - S15  - CS10 - 3 Hoppers, Milk Pump System",N/A,$4997.50,$15058.27,,
4008,"Cimbali - S20 CP10  2 Hoppers, Milk Pump system, Turbo Steam 4",N/A,$7497.00,$18409.00,,
3078,Cimbali - S20 S10 TurboSteam Milk4 Cold Touch,N/A,$7862.40,$21000.00,,
3072,Cimbali - S30 S10 CP10 Superautomatic with Turbosteam,N/A,$10897.50,$30880.00,,
3477,Code Hein - Beware Barbara (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3479,Code Hein - Evening with the Jackson (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3476,"Code Hein - Its a Feeling, Heartbeat (12 Oz./342g)",FairTrade Organic,$0.00,$0.00,,
3482,Code Hein - Masser & Goffin (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3481,Code Hein - Moria (12oz Bg),Gourmet,$0.00,$0.00,,
3478,Code Hein - Returning to Miss Lazarus (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3480,Code Hein - Saligia (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3467,Coffee Imp - Altura Pluma Mexican FT (12 Oz./342g),FairTrade Organic,$0.00,$0.00,,
3463,Coffee Imp - Donut Shop FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3464,Coffee Imp - Ethiopian Sidamo FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3466,Coffee Imp - Italian Espresso FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3468,Coffee Imp - Mokha Java FT (12 Oz/342 g),FairTrade Organic,$0.00,$0.00,,
3469,Coffee Imp - Peruvian FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3470,Coffee Imp - Sumatran  FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
29,Coffee Samples FTO,FairTrade Organic,$0.00,$0.60,,
3327,Coin and Key - Beacon Espr. FTO (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3331,Coin and Key - Cipher FTO (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3333,Coin and Key - Genesis (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3332,Coin and Key - Java FTO (12 Oz/342 g),FairTrade Organic,$0.00,$0.00,,
3330,Coin and Key  - Lambo (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3328,Coin and Key - Moon (12oz Bg),Gourmet,$0.00,$0.00,,
3329,Coin and Key - Node Espr. (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3326,Coin and Key - Oracle FTO (12 Oz./342g),FairTrade Organic,$0.00,$0.00,,
2122,Colombian (12 Oz./342 g),Gourmet,$0.00,$0.00,,
2127,Colombian FR (12 Oz./342 g),Gourmet,$0.00,$0.00,,
2128,Colombian FR DEC(12 Oz./342 g),Decaf,$0.00,$0.00,,
2272,Colombian (Hazelnut Flavour) 5 Lb.,Gourmet,$0.00,$0.00,,
2271,Colombian (Vanilla Flavoured) 5 Lb.,Gourmet,$0.00,$0.00,,
2223,Concord Muffin Batter,,$0.00,$0.00,,
3004,Conspiracy Theory - Area 51 (12oz bg),Gourmet,$0.00,$0.00,,
3005,Conspiracy Theory - Area 51 (1lb bg),Gourmet,$0.00,$0.00,,
3006,Conspiracy Theory - Area 51 (5lb bg),Gourmet,$0.00,$0.00,,
3007,Conspiracy Theory - Hat (Snap-back) -,N/A,$0.00,$0.00,,
3008,Conspiracy Theory - Lost Kosmonaut (12oz bg),Gourmet,$0.00,$0.00,,
3009,Conspiracy Theory - Lost Kosmonaut (1lb bg),Gourmet,$0.00,$0.00,,
3010,Conspiracy Theory - Lost Kosmonaut (5lb bg),Gourmet,$0.00,$0.00,,
3011,Conspiracy Theory - New World Order (12oz bg),Gourmet,$0.00,$0.00,,
3012,Conspiracy Theory - New World Order (1lb bg),Gourmet,$0.00,$0.00,,
3013,Conspiracy Theory - New World Order (5lb bg),Gourmet,$0.00,$0.00,,
3014,Conspiracy Theory - Project MK/Ultra (12oz bg),Gourmet,$0.00,$0.00,,
3015,Conspiracy Theory - Project MK/Ultra (1lb bg),Gourmet,$0.00,$0.00,,
3016,Conspiracy Theory - Project MK/Ultra (5lb bg),Gourmet,$0.00,$0.00,,
3017,Conspiracy Theory - Staged Landing (12oz bg),FairTrade Organic Decaf,$0.00,$0.00,,
3018,Conspiracy Theory - Staged Landing (1lb bg),FairTrade Organic Decaf,$0.00,$0.00,,
3019,Conspiracy Theory - Staged Landing (5lb bg),FairTrade Organic Decaf,$0.00,$0.00,,
3020,Conspiracy Theory - T-Shirt - Large,N/A,$0.00,$0.00,,
3021,Conspiracy Theory - T-Shirt - Medium,N/A,$0.00,$0.00,,
3022,Conspiracy Theory - T-Shirt - Small,N/A,$0.00,$0.00,,
3023,Conspiracy Theory - T-Shirt - XL,N/A,$0.00,$0.00,,
3199,Conspiracy Theory - T-Shirt - XXL,N/A,$0.00,$0.00,,
3024,Conspiracy Theory - T-Shirt - XXL,N/A,$0.00,$0.00,,
2120,Costa Rica (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3416,Crushed - 727 FTO (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3420,Crushed - Alive FT (12 Oz/342 g),FairTrade Organic,$0.00,$0.00,,
3419,Crushed  - Chill FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3418,Crushed - Kreemee (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3417,Crushed - Safari (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3421,Crushed - Viva FT (12 Oz./342g),FairTrade Organic,$0.00,$0.00,,
3544,Crystalline - Anthophora Mexico FT (12 Oz./342g),FairTrade Organic,$0.00,$0.00,,
3545,Crystalline - Anthophora Mexico FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3550,Crystalline - Bombus Ethiopian Sidamo FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3551,Crystalline - Bombus Ethiopian Sidamo FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3542,Crystalline - Espr. Xylocopa FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3543,Crystalline - Espr. Xylocopa FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3552,Crystalline - Megachile Peru FT SWP (12 Oz./342 g),FairTrade Organic Decaf,$0.00,$0.00,,
3553,Crystalline - Megachile Peru FT SWP (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3554,Crystalline - Mellifera Classic Donut Shop FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3555,Crystalline - Mellifera Classic Donut Shop FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3548,Crystalline - Nomia Tanzanian Peaberry (12 Oz./342 g),Gourmet,$0.00,$0.00,,
3556,Crystalline - Osmia Mokha Java FT (12 Oz/342 g),FairTrade Organic,$0.00,$0.00,,
3557,Crystalline - Osmia Mokha Java FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
3546,Crystalline - Peponapis Sumatra FT (12 Oz./342 g),FairTrade Organic,$0.00,$0.00,,
3547,Crystalline - Peponapis Sumatra FT (5Lb Bg),FairTrade Organic,$0.00,$0.00,,
